"claveciudad","nombreciudad","ano","mes","especificacion","preciopromedio","cantidad","unidad"
1,Área Met. de la Cd. de México,"2,016",11,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"PALOMERO, A GRANEL",25.38,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"POZOLERO, S/CABEZA, A GRANEL",16.88,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",11,"POZOLERO, S/CABEZA, A GRANEL",19,"1",KG
3,"Morelia, Mich.","2,016",11,"  POZOLERO,   BLANCO, SIN CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,016",11,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",11,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",11,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,016",11,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",11,"POZOLERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,016",11,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",11,"PALOMERO, A GRANEL",27.8,"1",KG
13,"Tapachula, Chis.","2,016",11,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",11,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,016",11,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",11,"POZOLERO, S/CABEZA, A GRANEL",22.13,"1",KG
16,"Veracruz, Ver.","2,016",11,"PALOMERO, A GRANEL",15,"1",KG
22,"Córdoba, Ver.","2,016",11,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",11,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",11,"POZOLERO, A GRANEL",29,"1",KG
24,"Tijuana, B.C.","2,016",11,"POZOLERO, A GRANEL",33,"1",KG
24,"Tijuana, B.C.","2,016",11,"PALOMERO, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",11,"POZOLERO, GRANDE, A GRANEL",21,"1",KG
26,"Colima, Col.","2,016",11,"POZOLERO, GRANDE, A GRANEL",23.5,"1",KG
31,"Iguala, Gro.","2,016",11,"POZOLERO, A GRANEL",26,"1",KG
34,"Cortazar, Gto.","2,016",11,"POZOLERO, A GRANEL",22.75,"1",KG
36,"Durango, Dgo.","2,016",11,"PALOMERO, A GRANEL",22.5,"1",KG
37,"Tepic, Nay.","2,016",11,"POZOLERO, GRANDE, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",11,"POZOLERO, A GRANEL",21,"1",KG
38,"Oaxaca, Oax.","2,016",11,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
39,"Querétaro, Qro.","2,016",11,"PALOMERO, A GRANEL",26,"1",KG
39,"Querétaro, Qro.","2,016",11,"PALOMERO, A GRANEL",20.5,"1",KG
41,"Tlaxcala, Tlax.","2,016",11,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"PALOMERO, A GRANEL",26,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"POZOLERO, S/CABEZA, A GRANEL",17.75,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",10,"POZOLERO, S/CABEZA, A GRANEL",19,"1",KG
3,"Morelia, Mich.","2,016",10,"  POZOLERO,   BLANCO, SIN CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,016",10,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",10,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",10,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,016",10,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",10,"POZOLERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,016",10,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",10,"PALOMERO, A GRANEL",27.8,"1",KG
13,"Tapachula, Chis.","2,016",10,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",10,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,016",10,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",10,"POZOLERO, S/CABEZA, A GRANEL",19.88,"1",KG
16,"Veracruz, Ver.","2,016",10,"PALOMERO, A GRANEL",14,"1",KG
22,"Córdoba, Ver.","2,016",10,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",10,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",10,"POZOLERO, A GRANEL",29,"1",KG
24,"Tijuana, B.C.","2,016",10,"POZOLERO, A GRANEL",33,"1",KG
24,"Tijuana, B.C.","2,016",10,"PALOMERO, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",10,"POZOLERO, GRANDE, A GRANEL",21,"1",KG
26,"Colima, Col.","2,016",10,"POZOLERO, GRANDE, A GRANEL",23.5,"1",KG
31,"Iguala, Gro.","2,016",10,"POZOLERO, A GRANEL",26,"1",KG
34,"Cortazar, Gto.","2,016",10,"POZOLERO, A GRANEL",22,"1",KG
36,"Durango, Dgo.","2,016",10,"PALOMERO, A GRANEL",23.5,"1",KG
37,"Tepic, Nay.","2,016",10,"POZOLERO, GRANDE, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",10,"POZOLERO, A GRANEL",21,"1",KG
38,"Oaxaca, Oax.","2,016",10,"POZOLERO, S/CABEZA, A GRANEL",18.5,"1",KG
39,"Querétaro, Qro.","2,016",10,"PALOMERO, A GRANEL",23,"1",KG
39,"Querétaro, Qro.","2,016",10,"PALOMERO, A GRANEL",22,"1",KG
41,"Tlaxcala, Tlax.","2,016",10,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"POZOLERO, S/CABEZA, A GRANEL",18.38,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",9,"POZOLERO, S/CABEZA, A GRANEL",19,"1",KG
3,"Morelia, Mich.","2,016",9,"  POZOLERO,   BLANCO, SIN CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,016",9,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",9,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",9,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,016",9,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",9,"POZOLERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,016",9,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",9,"PALOMERO, A GRANEL",27.8,"1",KG
13,"Tapachula, Chis.","2,016",9,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",9,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",9,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",9,"POZOLERO, S/CABEZA, A GRANEL",25.88,"1",KG
16,"Veracruz, Ver.","2,016",9,"PALOMERO, A GRANEL",14.5,"1",KG
22,"Córdoba, Ver.","2,016",9,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",9,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",9,"POZOLERO, A GRANEL",29,"1",KG
24,"Tijuana, B.C.","2,016",9,"POZOLERO, A GRANEL",30.5,"1",KG
24,"Tijuana, B.C.","2,016",9,"PALOMERO, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",9,"POZOLERO, GRANDE, A GRANEL",21,"1",KG
26,"Colima, Col.","2,016",9,"POZOLERO, GRANDE, A GRANEL",22.95,"1",KG
31,"Iguala, Gro.","2,016",9,"POZOLERO, A GRANEL",26,"1",KG
34,"Cortazar, Gto.","2,016",9,"POZOLERO, A GRANEL",20.25,"1",KG
36,"Durango, Dgo.","2,016",9,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",9,"POZOLERO, GRANDE, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",9,"POZOLERO, A GRANEL",21,"1",KG
38,"Oaxaca, Oax.","2,016",9,"POZOLERO, S/CABEZA, A GRANEL",20.5,"1",KG
39,"Querétaro, Qro.","2,016",9,"PALOMERO, A GRANEL",18.25,"1",KG
39,"Querétaro, Qro.","2,016",9,"PALOMERO, A GRANEL",22,"1",KG
41,"Tlaxcala, Tlax.","2,016",9,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"PALOMERO, A GRANEL",27.25,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"PALOMERO, A GRANEL",25.75,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"POZOLERO, S/CABEZA, A GRANEL",19.5,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",5,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,016",5,"POZOLERO, ROJO, A GRANEL",21.55,"1",KG
3,"Morelia, Mich.","2,016",5,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",5,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",5,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,016",5,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",5,"POZOLERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,016",5,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",5,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,016",5,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",5,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,016",5,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",5,"POZOLERO, S/CABEZA, A GRANEL",20.25,"1",KG
16,"Veracruz, Ver.","2,016",5,"PALOMERO, A GRANEL",13.25,"1",KG
22,"Córdoba, Ver.","2,016",5,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",5,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",5,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,016",5,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,016",5,"PALOMERO, A GRANEL",22,"1",KG
26,"Colima, Col.","2,016",5,"POZOLERO, GRANDE, A GRANEL",19,"1",KG
26,"Colima, Col.","2,016",5,"POZOLERO, GRANDE, A GRANEL",19,"1",KG
31,"Iguala, Gro.","2,016",5,"POZOLERO, A GRANEL",24,"1",KG
34,"Cortazar, Gto.","2,016",5,"POZOLERO, A GRANEL",22,"1",KG
36,"Durango, Dgo.","2,016",5,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",5,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,016",5,"POZOLERO, A GRANEL",18,"1",KG
38,"Oaxaca, Oax.","2,016",5,"POZOLERO, S/CABEZA, A GRANEL",22,"1",KG
39,"Querétaro, Qro.","2,016",5,"PALOMERO, A GRANEL",15.5,"1",KG
39,"Querétaro, Qro.","2,016",5,"PALOMERO, A GRANEL",20.5,"1",KG
41,"Tlaxcala, Tlax.","2,016",5,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"PALOMERO, A GRANEL",27.25,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,016",1,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
3,"Morelia, Mich.","2,016",1," POZOLERO, BLANCO, A GRANEL",26.38,"1",KG
3,"Morelia, Mich.","2,016",1,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",1,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",1,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,016",1,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",1,"POZOLERO, A GRANEL",19.5,"1",KG
11,"Puebla, Pue.","2,016",1,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",1,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,016",1,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,016",1,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,016",1,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",1,"POZOLERO, S/CABEZA, A GRANEL",20.75,"1",KG
16,"Veracruz, Ver.","2,016",1,"PALOMERO, A GRANEL",16,"1",KG
22,"Córdoba, Ver.","2,016",1,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",1,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",1,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,016",1,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,016",1,"PALOMERO, A GRANEL",19,"1",KG
26,"Colima, Col.","2,016",1,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",1,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
31,"Iguala, Gro.","2,016",1,"POZOLERO, A GRANEL",22.25,"1",KG
34,"Cortazar, Gto.","2,016",1,"POZOLERO, A GRANEL",23,"1",KG
36,"Durango, Dgo.","2,016",1,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",1,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,016",1,"POZOLERO, A GRANEL",18,"1",KG
38,"Oaxaca, Oax.","2,016",1,"POZOLERO, S/CABEZA, A GRANEL",17.5,"1",KG
39,"Querétaro, Qro.","2,016",1,"PALOMERO, A GRANEL",25.75,"1",KG
39,"Querétaro, Qro.","2,016",1,"PALOMERO, A GRANEL",19,"1",KG
41,"Tlaxcala, Tlax.","2,016",1,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,015",12,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
3,"Morelia, Mich.","2,015",12," POZOLERO, BLANCO, A GRANEL",26,"1",KG
3,"Morelia, Mich.","2,015",12,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,015",12,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,015",12,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,015",12,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,015",12,"POZOLERO, A GRANEL",17.75,"1",KG
11,"Puebla, Pue.","2,015",12,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,015",12,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,015",12,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,015",12,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,015",12,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,015",12,"POZOLERO, S/CABEZA, A GRANEL",21.25,"1",KG
16,"Veracruz, Ver.","2,015",12,"PALOMERO, A GRANEL",16,"1",KG
22,"Córdoba, Ver.","2,015",12,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,015",12,"PALOMERO, A GRANEL",16.5,"1",KG
24,"Tijuana, B.C.","2,015",12,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,015",12,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,015",12,"PALOMERO, A GRANEL",19,"1",KG
26,"Colima, Col.","2,015",12,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,015",12,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
31,"Iguala, Gro.","2,015",12,"POZOLERO, A GRANEL",22.25,"1",KG
34,"Cortazar, Gto.","2,015",12,"POZOLERO, A GRANEL",22,"1",KG
36,"Durango, Dgo.","2,015",12,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,015",12,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,015",12,"POZOLERO, A GRANEL",18,"1",KG
38,"Oaxaca, Oax.","2,015",12,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
39,"Querétaro, Qro.","2,015",12,"PALOMERO, A GRANEL",24.75,"1",KG
39,"Querétaro, Qro.","2,015",12,"PALOMERO, A GRANEL",20,"1",KG
41,"Tlaxcala, Tlax.","2,015",12,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"PALOMERO, A GRANEL",29,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"POZOLERO, S/CABEZA, A GRANEL",19.75,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,015",11,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
3,"Morelia, Mich.","2,015",11," POZOLERO, BLANCO, A GRANEL",26,"1",KG
3,"Morelia, Mich.","2,015",11,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,015",11,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,015",11,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,015",11,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,015",11,"POZOLERO, A GRANEL",17,"1",KG
11,"Puebla, Pue.","2,015",11,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,015",11,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,015",11,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,015",11,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,015",11,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,015",11,"POZOLERO, S/CABEZA, A GRANEL",22,"1",KG
16,"Veracruz, Ver.","2,015",11,"PALOMERO, A GRANEL",16,"1",KG
22,"Córdoba, Ver.","2,015",11,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,015",11,"PALOMERO, A GRANEL",17.25,"1",KG
24,"Tijuana, B.C.","2,015",11,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,015",11,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,015",11,"PALOMERO, A GRANEL",20,"1",KG
26,"Colima, Col.","2,015",11,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,015",11,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
31,"Iguala, Gro.","2,015",11,"POZOLERO, A GRANEL",23,"1",KG
34,"Cortazar, Gto.","2,015",11,"POZOLERO, A GRANEL",22,"1",KG
36,"Durango, Dgo.","2,015",11,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,015",11,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,015",11,"POZOLERO, A GRANEL",17,"1",KG
38,"Oaxaca, Oax.","2,015",11,"POZOLERO, S/CABEZA, A GRANEL",18.5,"1",KG
39,"Querétaro, Qro.","2,015",11,"PALOMERO, A GRANEL",24.5,"1",KG
39,"Querétaro, Qro.","2,015",11,"PALOMERO, A GRANEL",17.75,"1",KG
41,"Tlaxcala, Tlax.","2,015",11,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"PALOMERO, A GRANEL",31.5,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,015",10,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
3,"Morelia, Mich.","2,015",10," POZOLERO, BLANCO, A GRANEL",26,"1",KG
3,"Morelia, Mich.","2,015",10,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,015",10,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,015",10,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,015",10,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,015",10,"POZOLERO, A GRANEL",17,"1",KG
11,"Puebla, Pue.","2,015",10,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,015",10,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,015",10,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,015",10,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,015",10,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,015",10,"POZOLERO, S/CABEZA, A GRANEL",19.38,"1",KG
16,"Veracruz, Ver.","2,015",10,"PALOMERO, A GRANEL",16,"1",KG
22,"Córdoba, Ver.","2,015",10,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,015",10,"PALOMERO, A GRANEL",17.75,"1",KG
24,"Tijuana, B.C.","2,015",10,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,015",10,"POZOLERO, A GRANEL",26.5,"1",KG
24,"Tijuana, B.C.","2,015",10,"PALOMERO, A GRANEL",20.25,"1",KG
26,"Colima, Col.","2,015",10,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,015",10,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
31,"Iguala, Gro.","2,015",10,"POZOLERO, A GRANEL",22.75,"1",KG
34,"Cortazar, Gto.","2,015",10,"POZOLERO, A GRANEL",22,"1",KG
36,"Durango, Dgo.","2,015",10,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,015",10,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,015",10,"POZOLERO, A GRANEL",16.25,"1",KG
38,"Oaxaca, Oax.","2,015",10,"POZOLERO, S/CABEZA, A GRANEL",22,"1",KG
39,"Querétaro, Qro.","2,015",10,"PALOMERO, A GRANEL",23.75,"1",KG
39,"Querétaro, Qro.","2,015",10,"PALOMERO, A GRANEL",17.5,"1",KG
41,"Tlaxcala, Tlax.","2,015",10,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,015",9,"POZOLERO, S/CABEZA, A GRANEL",15.25,"1",KG
1,Área Met. de la Cd. de México,"2,015",9,"PALOMERO, A GRANEL",31,"1",KG
